Geneid	SRR11262284	SRR11262285	SRR11262286	SRR11262292	SRR11262293	SRR11262294
ENSG00000172139	2	8	12	6	10	7
ENSG00000244722	1	0	0	0	0	0
ENSG00000285738	0	0	0	0	0	0
ENSG00000214283	0	0	0	0	0	0
ENSG00000239350	0	0	2	0	0	0
ENSG00000144848	1459	2878	2232	1865	1651	1340
ENSG00000214552	10	3	14	22	3	10
ENSG00000169087	298	478	187	344	243	384
ENSG00000259956	2373	1664	2286	2197	1137	2818
ENSG00000228963	0	0	0	0	0	0
ENSG00000114638	28	0	87	14	34	4
ENSG00000241478	0	0	0	0	0	1
ENSG00000170142	751	1506	1134	499	283	570
ENSG00000242029	0	1	0	0	0	0
ENSG00000240774	0	0	0	0	0	0
ENSG00000242880	12	10	2	0	14	20
ENSG00000163519	78	171	40	57	11	159
ENSG00000241596	0	1	0	0	0	0
ENSG00000272662	0	0	0	0	4	1
ENSG00000239314	0	0	0	0	0	0
ENSG00000177494	836	936	973	396	229	114
ENSG00000239311	1	1	0	0	0	0
ENSG00000273461	0	0	0	0	0	0
ENSG00000214324	0	0	0	0	0	0
ENSG00000286967	0	0	0	0	0	0
ENSG00000242109	0	0	0	0	0	0
ENSG00000228252	2	2	3	24	5	55
ENSG00000163605	1533	1624	1935	1376	1049	1882
ENSG00000244441	0	0	0	0	0	6
ENSG00000001617	2200	2512	1180	3532	747	3561
ENSG00000240175	4	0	0	0	4	2
ENSG00000239439	0	0	0	0	0	0
ENSG00000214381	0	0	0	0	0	0
ENSG00000242070	0	0	0	0	0	0
ENSG00000241155	11	1	20	4	10	4
ENSG00000240562	0	0	0	0	0	0
ENSG00000243276	1	2	0	0	16	0
ENSG00000236722	0	2	0	0	0	0
ENSG00000170819	8	18	2	4	30	29
ENSG00000251012	0	0	0	0	0	0
ENSG00000144824	3407	1640	5704	2140	1289	584
ENSG00000242308	0	0	1	1	0	4
ENSG00000250012	70	53	63	12	2	21
ENSG00000244640	0	0	0	0	0	0
ENSG00000241257	0	2	0	0	0	0
ENSG00000158186	1817	1771	2176	436	206	551
ENSG00000198643	15	120	40	10	12	2
ENSG00000114125	1357	3044	1560	1256	1658	2103
ENSG00000144909	1153	1272	2059	718	226	915
ENSG00000189196	0	0	0	0	0	0
ENSG00000242525	2	0	0	0	0	4
ENSG00000065485	1132	1164	710	1535	467	781
ENSG00000174564	49	19	17	425	798	55
ENSG00000138459	1114	2127	1048	851	317	708
ENSG00000145103	258	111	135	403	36	332
ENSG00000251011	0	6	0	0	0	42
ENSG00000261734	0	2	0	0	0	4
ENSG00000271249	0	0	0	0	0	0
ENSG00000231395	0	0	0	0	0	2
ENSG00000158220	780	926	970	25	14	14
ENSG00000118007	1042	922	937	911	120	845
ENSG00000241777	0	0	0	0	0	0
ENSG00000239677	0	0	0	0	0	0
ENSG00000241695	0	0	0	0	0	0
ENSG00000228398	1	0	0	0	0	0
ENSG00000206527	1634	1813	1942	2780	813	1214
ENSG00000244144	10	5	2	22	0	2
ENSG00000244720	0	8	0	1	0	7
ENSG00000163421	87	285	1007	55	42	29
ENSG00000242968	0	1	4	0	0	0
ENSG00000240888	0	0	0	0	0	1
ENSG00000163430	11075	6169	4888	6390	6791	5720
ENSG00000157500	2024	2016	1783	906	571	1961
ENSG00000239482	0	0	0	0	0	3
ENSG00000168875	0	0	4	0	0	0
ENSG00000214237	0	0	0	4	0	0
ENSG00000241359	0	3	0	0	20	3
ENSG00000243016	0	0	0	0	0	0
ENSG00000244142	0	0	0	0	0	0
ENSG00000241143	0	0	0	0	0	0
ENSG00000286822	0	0	0	0	0	0
ENSG00000286660	0	0	0	0	1	2
ENSG00000241213	3	0	7	0	0	0
ENSG00000244124	4	4	15	9	0	58
ENSG00000114744	1414	2591	1557	1069	1261	1700
ENSG00000242222	0	0	0	0	0	0
ENSG00000177707	647	652	560	259	352	214
ENSG00000239877	0	0	0	0	0	4
ENSG00000240891	92	93	50	67	135	122
ENSG00000244561	0	0	0	0	0	0
ENSG00000163637	1217	594	580	511	111	287
ENSG00000240893	0	0	0	4	0	0
ENSG00000241506	31	41	57	32	69	28
ENSG00000241131	4	0	2	0	0	0
ENSG00000282975	0	0	0	0	0	0
ENSG00000282502	0	0	0	0	0	0
ENSG00000240922	2	0	0	2	74	0
ENSG00000241544	1	0	0	1	11	0
ENSG00000239453	0	0	0	0	0	3
ENSG00000249407	0	0	0	2	8	0
ENSG00000261488	12	10	63	29	18	32
ENSG00000240086	0	4	0	2	0	0
ENSG00000152977	0	6	0	4	2	2
ENSG00000242791	0	1	6	0	0	4
ENSG00000250433	0	0	0	0	0	0
ENSG00000175792	1057	756	845	2058	1501	2578
ENSG00000286735	6	4	0	4	0	0
ENSG00000244171	4	1	13	11	2	7
ENSG00000244101	0	0	0	0	4	0
ENSG00000198829	145	334	167	64	60	76
ENSG00000065518	2527	3887	3222	3197	1913	3064
ENSG00000114107	465	765	948	458	328	903
ENSG00000243347	0	0	0	0	0	0
ENSG00000280399	91	102	89	2	4	26
ENSG00000285660	0	0	0	0	0	0
ENSG00000250608	39	25	10	12	6	30
ENSG00000243620	3	0	0	0	17	0
ENSG00000243305	0	0	0	0	0	0
ENSG00000174715	2	0	0	4	0	6
ENSG00000241679	8	1	0	3	0	4
ENSG00000174930	0	4	0	0	0	4
ENSG00000242370	0	0	0	0	0	0
ENSG00000239412	0	0	0	0	0	0
ENSG00000240216	0	2	8	162	1	10
ENSG00000249820	0	0	0	0	0	0
ENSG00000240012	0	0	0	0	0	1
ENSG00000163590	549	372	381	276	66	555
ENSG00000031081	4323	3377	4697	655	298	927
ENSG00000047457	234	75	171	13691	169	1750
ENSG00000240766	1	0	0	0	0	2
ENSG00000173193	3938	3415	7871	4110	1296	4198
ENSG00000239265	6	0	0	0	0	0
ENSG00000159685	695	832	881	497	517	738
ENSG00000287688	0	3	3	0	18	16
ENSG00000282860	0	0	0	0	0	0
ENSG00000242537	0	0	0	0	0	0
ENSG00000163762	344	509	198	156	570	96
ENSG00000243733	0	0	0	0	0	0
ENSG00000241636	0	0	0	0	0	0
ENSG00000240354	3	0	0	0	0	0
ENSG00000242104	2	0	0	0	2	0
ENSG00000249305	0	0	0	0	0	0
ENSG00000243154	0	0	0	0	0	0
ENSG00000163630	2	0	0	0	0	0
ENSG00000280397	0	0	0	0	0	0
ENSG00000241048	0	0	0	0	0	0
ENSG00000239941	0	0	1	17	0	2
ENSG00000241397	0	0	0	0	0	0
ENSG00000279147	0	6	4	0	0	10
ENSG00000239207	0	1	0	4	0	16
ENSG00000241792	0	0	0	0	0	0
ENSG00000242671	0	0	0	0	0	0
ENSG00000114771	13	918	710	32	201	20
ENSG00000169255	934	2294	898	629	584	896
ENSG00000244429	0	0	0	0	0	0
ENSG00000158092	1039	1971	961	1272	364	1443
ENSG00000114200	1037	461	330	24	31	50
ENSG00000197953	6	0	0	0	0	0
ENSG00000239408	0	0	0	0	0	0
ENSG00000244040	13	13	6	8	6	5
ENSG00000242456	0	0	0	0	0	0
ENSG00000288585	4	4	2	2	2	2
ENSG00000114790	4285	2235	2633	118	134	483
ENSG00000242036	0	0	0	0	0	0
ENSG00000242795	23	4	0	8	0	26
ENSG00000244493	0	0	0	0	0	0
ENSG00000240804	0	0	0	0	0	0
ENSG00000240695	17	38	41	20	29	37
ENSG00000244468	0	0	0	2	0	0
ENSG00000244571	0	0	0	0	0	0
ENSG00000169908	7624	11208	69267	1804	12378	6877
ENSG00000224831	212	467	281	176	126	139
ENSG00000244545	0	0	0	0	0	0
ENSG00000286714	0	0	0	0	0	4
ENSG00000241220	0	2	1	5	0	2
ENSG00000248374	0	0	0	1	0	0
ENSG00000286994	0	0	1	0	0	2
ENSG00000242440	4	1	0	0	0	0
ENSG00000206120	24	4	14	0	0	56
ENSG00000249417	0	0	0	0	2	0
ENSG00000249290	0	0	0	0	0	0
ENSG00000240704	0	0	0	2	0	0
ENSG00000221962	0	2	0	0	0	4
ENSG00000239227	0	0	0	0	0	0
ENSG00000241929	2	0	0	0	0	0
ENSG00000287916	0	5	0	0	0	6
ENSG00000241912	5	0	0	0	0	0
ENSG00000241168	0	0	0	0	0	0
ENSG00000234717	0	0	0	2	8	0
ENSG00000181804	441	406	267	222	34	368
ENSG00000224962	0	0	0	0	0	0
ENSG00000181788	832	645	609	1378	1311	2355
ENSG00000241874	0	0	0	0	0	0
ENSG00000114670	338	138	328	186	115	121
ENSG00000272797	0	0	0	4	0	4
ENSG00000242151	0	0	0	0	0	0
ENSG00000248710	0	0	0	0	0	0
ENSG00000231688	0	0	0	0	0	0
ENSG00000239513	0	0	0	0	0	0
ENSG00000121858	5473	22528	5591	6181	4401	5482
ENSG00000241369	5	8	0	0	0	0
ENSG00000244321	0	0	0	0	0	0
ENSG00000288087	0	4	0	0	2	0
ENSG00000240824	0	0	0	0	0	0
ENSG00000244650	0	0	0	0	0	0
ENSG00000239351	0	0	0	2	0	2
ENSG00000248772	0	0	0	0	0	0
ENSG00000242321	0	0	0	0	0	5
ENSG00000173889	1684	1572	1252	1581	623	2143
ENSG00000155893	289	251	168	709	64	937
ENSG00000168917	206	370	175	357	86	184
ENSG00000240792	0	0	0	0	0	0
ENSG00000237501	0	2	2	0	0	0
ENSG00000244024	0	2	0	0	0	0
ENSG00000075420	3012	1700	3013	6068	3059	3392
ENSG00000230497	0	0	0	0	0	0
ENSG00000244515	4	3	8	28	12	17
ENSG00000241767	2	0	2	0	0	0
ENSG00000090402	0	0	0	0	0	2
ENSG00000163584	413	993	608	453	1109	877
ENSG00000144962	0	0	0	0	0	0
ENSG00000241479	0	2	0	0	0	1
ENSG00000231384	0	0	2	0	0	6
ENSG00000242326	0	0	0	0	0	0
ENSG00000069849	2426	3636	14343	9013	2146	13527
ENSG00000261758	0	0	0	0	0	8
ENSG00000243822	0	0	0	0	0	0
ENSG00000242178	0	0	0	0	0	0
ENSG00000244381	0	2	0	0	0	0
ENSG00000285218	0	0	0	0	0	0
ENSG00000186329	38	2	11	0	1	0
ENSG00000279862	6	0	4	6	2	12
ENSG00000163645	2	0	0	0	1	12
ENSG00000163655	1383	1232	1007	3905	3233	4796
ENSG00000287899	4	0	8	31	16	1
ENSG00000285557	0	0	0	0	0	0
ENSG00000220343	0	5	0	0	2	0
ENSG00000215606	0	0	0	2	0	2
ENSG00000236385	0	0	6	0	0	0
ENSG00000261146	0	0	0	0	0	0
ENSG00000223387	12	2	8	6	6	54
ENSG00000239774	6	6	0	0	0	4
ENSG00000225552	0	0	0	0	0	0
ENSG00000238026	0	0	0	0	0	0
ENSG00000241203	0	0	0	0	0	0
ENSG00000274149	0	0	0	0	0	0
ENSG00000132394	764	528	565	850	1082	591
ENSG00000223715	0	0	1	14	11	17
ENSG00000240458	0	0	0	0	0	0
ENSG00000271052	0	0	0	0	0	4
ENSG00000163581	10	0	0	0	13	1
ENSG00000243044	0	0	0	0	0	0
ENSG00000272990	19	13	6	8	25	39
ENSG00000121871	69	2	6	0	0	6
ENSG00000251058	0	0	0	0	0	0
ENSG00000228221	309	166	123	43	55	59
ENSG00000233597	6	17	1	2	8	16
ENSG00000241383	0	4	2	0	0	0
ENSG00000169860	666	1721	562	539	174	824
ENSG00000241429	0	4	0	3	10	7
ENSG00000244738	0	1	0	0	4	0
ENSG00000230292	0	0	0	0	0	0
ENSG00000288104	0	0	0	0	0	0
ENSG00000239739	0	0	0	0	6	0
ENSG00000273177	0	0	0	0	0	2
ENSG00000214192	23	24	53	59	28	50
ENSG00000120742	8334	15241	11995	7886	11709	9208
ENSG00000227440	6	10	4	5	30	31
ENSG00000249986	6	18	10	3	0	3
ENSG00000154310	1219	620	742	122	212	473
ENSG00000068885	443	484	225	310	260	657
ENSG00000224611	0	2	0	0	0	0
ENSG00000241696	0	0	0	0	0	0
ENSG00000242268	4	0	2	6	0	4
ENSG00000241882	0	1	2	0	0	0
ENSG00000177694	240	96	132	299	171	179
ENSG00000226765	0	0	0	0	0	0
ENSG00000270321	0	0	0	0	0	0
ENSG00000260217	0	0	0	0	0	0
ENSG00000243832	0	0	0	0	0	0
ENSG00000285558	0	0	0	0	0	0
ENSG00000224426	0	0	1	0	3	14
ENSG00000242012	0	0	0	0	0	0
ENSG00000239205	0	0	0	0	0	0
ENSG00000237473	0	0	0	0	0	0
ENSG00000287012	0	8	5	0	2	0
ENSG00000273486	39	42	18	61	30	59
ENSG00000241899	0	0	0	0	0	0
ENSG00000213155	0	4	0	0	0	0
ENSG00000240084	0	0	0	0	0	0
ENSG00000236686	0	1	0	0	3	0
ENSG00000242908	0	0	0	8	6	6
ENSG00000238755	24	14	6	2	6	10
ENSG00000285051	1	0	0	2	2	0
ENSG00000213178	593	834	514	572	1482	1083
ENSG00000243885	0	0	0	0	0	1
ENSG00000181449	136	45	46	2040	10	8653
ENSG00000235110	0	0	0	0	0	0
ENSG00000174953	1579	1444	1915	1748	1359	2839
ENSG00000248724	8	0	0	0	0	0
ENSG00000205412	0	0	0	0	0	0
ENSG00000243072	0	0	0	0	0	0
ENSG00000226779	1	2	0	0	0	14
ENSG00000237978	0	0	0	6	77	175
ENSG00000085276	2350	2052	1531	884	1007	1308
ENSG00000236241	8	0	0	0	0	2
ENSG00000073803	1109	1211	1077	1747	2046	1443
ENSG00000241526	3	0	0	0	0	0
ENSG00000286003	0	0	0	0	0	0
ENSG00000286695	0	0	0	0	8	0
ENSG00000197415	3659	2023	1965	26	438	46
ENSG00000138463	760	932	716	775	262	621
ENSG00000175040	664	1045	1033	2360	461	1308
ENSG00000241202	0	0	0	0	0	0
ENSG00000082684	93	140	48	53	41	183
ENSG00000231516	0	0	0	0	0	0
ENSG00000175054	553	484	350	1256	193	1126
ENSG00000175077	2	0	0	0	0	3
ENSG00000235294	0	0	0	0	0	0
ENSG00000242097	0	0	0	1	0	0
ENSG00000288032	0	0	2	4	0	4
ENSG00000271711	4	0	0	0	0	0
ENSG00000285798	0	0	0	0	0	0
ENSG00000223941	0	8	1	0	0	0
ENSG00000243486	0	0	0	0	7	0
ENSG00000230362	0	0	0	0	0	0
ENSG00000169359	411	861	260	991	1350	1061
ENSG00000213174	0	0	0	0	1	0
ENSG00000228561	5	6	4	0	0	1
ENSG00000243886	0	0	0	0	0	0
ENSG00000250170	2	2	0	0	4	10
ENSG00000270981	2	0	0	0	0	0
ENSG00000242816	99	0	4	0	0	0
ENSG00000279305	0	0	0	0	0	0
ENSG00000242479	0	0	0	0	0	0
ENSG00000240246	0	0	0	0	0	0
ENSG00000241098	0	4	0	0	0	0
ENSG00000243687	0	0	0	0	0	0
ENSG00000241810	0	0	0	0	0	0
ENSG00000206199	40	12	28	67	57	2
ENSG00000214210	0	0	0	0	0	0
ENSG00000241985	1	9	0	2	4	23
ENSG00000169903	14	2	56	4	0	0
ENSG00000242001	0	0	0	0	0	0
ENSG00000239805	0	0	0	0	0	0
ENSG00000236182	4	10	1	2	0	0
ENSG00000182000	2	0	2	2	4	0
ENSG00000121853	0	0	0	0	0	0
ENSG00000240033	5	0	0	0	0	0
ENSG00000244668	0	0	0	0	0	0
ENSG00000227709	0	0	0	0	0	0
ENSG00000230457	20	68	38	153	137	106
ENSG00000242510	0	0	0	0	0	1
ENSG00000174948	4	0	4	0	0	0
ENSG00000242561	0	0	0	2	0	0
ENSG00000163659	3393	1558	10696	1889	951	1095
ENSG00000229638	265	292	314	366	596	370
ENSG00000240068	0	0	0	0	0	0
ENSG00000241570	0	0	0	0	0	4
ENSG00000239978	0	0	0	0	0	0
ENSG00000243629	0	0	4	2	11	2
ENSG00000237787	0	0	0	5	1	2
ENSG00000236357	0	0	0	0	0	0
ENSG00000277241	0	0	3	0	2	0
ENSG00000271131	0	0	0	2	0	0
ENSG00000225473	16	56	113	0	0	0
ENSG00000226482	2	0	0	0	0	0
ENSG00000233885	1	4	0	8	19	51
ENSG00000240489	25	36	26	30	30	18
ENSG00000240497	0	3	2	0	4	2
ENSG00000241151	0	0	0	0	0	0
ENSG00000224855	0	0	2	4	0	9
ENSG00000157005	0	0	4	0	0	0
ENSG00000244564	0	2	0	2	2	4
ENSG00000158258	502	27	361	85	26	306
ENSG00000238077	0	0	0	0	0	0
ENSG00000286361	0	0	0	0	2	0
ENSG00000114796	1780	2263	729	969	724	2307
ENSG00000285619	0	0	0	0	0	0
ENSG00000136514	250	598	240	417	471	155
ENSG00000285938	5	5	17	17	4	11
ENSG00000243944	0	0	0	0	57	6
ENSG00000244503	0	0	8	0	0	0
ENSG00000241313	12	12	26	26	16	16
ENSG00000225742	12	7	2	2	0	30
ENSG00000144730	258	73	54	226	160	396
ENSG00000138246	2238	1235	1011	2110	575	1480
ENSG00000244327	2	0	0	1	0	12
ENSG00000241101	0	2	0	2	0	0
ENSG00000275163	0	0	0	0	0	0
ENSG00000241671	0	3	0	0	0	1
ENSG00000236297	0	4	0	3	0	0
ENSG00000242017	2	0	0	5	9	3
ENSG00000223986	0	0	0	0	0	0
ENSG00000113924	48	56	27	9	0	0
ENSG00000242536	0	0	0	0	6	0
ENSG00000230115	0	0	0	0	0	0
ENSG00000163389	338	627	451	332	180	560
ENSG00000179170	0	0	0	0	0	0
ENSG00000155890	3	0	0	0	0	0
ENSG00000058866	227	159	180	166	138	41
ENSG00000172578	684	1098	876	329	195	1440
ENSG00000241231	0	2	0	0	2	0
ENSG00000271413	0	0	0	0	0	0
ENSG00000230454	20	5	2	22	5	93
ENSG00000260234	0	0	0	0	0	0
ENSG00000228308	0	0	0	0	0	0
ENSG00000230215	0	0	0	0	0	1
ENSG00000240875	79	76	41	32	42	10
ENSG00000241947	0	0	0	0	0	2
ENSG00000239926	0	0	0	0	0	0
ENSG00000174912	37	21	25	20	10	43
ENSG00000163638	501	267	3496	125	247	248
ENSG00000234594	0	0	0	0	0	0
ENSG00000176597	907	735	3097	1087	522	1289
ENSG00000240048	9	1	2	2	0	8
ENSG00000234805	0	2	6	0	0	0
ENSG00000224187	0	2	0	0	0	0
ENSG00000173905	3673	2552	1686	1324	860	2323
ENSG00000229863	0	0	0	0	0	0
ENSG00000235897	1	5	3	12	51	25
ENSG00000244265	2	5	6	11	8	16
ENSG00000224049	1	0	0	0	0	0
ENSG00000240596	0	0	0	0	4	8
ENSG00000238031	0	0	0	0	0	0
ENSG00000230077	0	0	0	1	0	1
ENSG00000152492	3707	3978	3816	1677	1496	2396
ENSG00000114315	2816	837	1852	2965	1634	2047
ENSG00000175066	498	445	478	744	196	959
ENSG00000213123	12	20	5	82	70	158
ENSG00000286086	2	1	5	3	2	4
ENSG00000113790	355	253	113	287	158	411
ENSG00000241770	0	0	0	0	1	0
ENSG00000261826	0	0	0	0	0	0
ENSG00000286624	0	0	0	0	0	0
ENSG00000198491	0	4	0	0	4	0
ENSG00000240541	0	12	11	4	63	30
ENSG00000163959	83	65	51	365	16	86
ENSG00000280270	0	2	0	0	0	0
ENSG00000236489	0	0	0	5	0	0
ENSG00000239381	2	0	0	0	0	1
ENSG00000145191	1340	1530	1103	1650	2044	2420
ENSG00000051382	1143	888	778	1127	341	1350
ENSG00000228271	0	4	6	0	0	0
ENSG00000235126	12	24	18	0	0	15
ENSG00000144736	469	500	457	458	152	317
ENSG00000214146	0	12	19	2	10	26
ENSG00000225058	0	0	0	0	0	0
ENSG00000198471	0	0	0	0	0	0
ENSG00000233308	0	4	0	4	11	11
ENSG00000236864	0	0	0	0	0	0
ENSG00000230401	0	2	0	0	0	0
ENSG00000276407	2	0	2	0	0	0
ENSG00000244541	0	0	0	22	19	0
ENSG00000228952	0	18	9	23	46	22
ENSG00000161217	1903	1435	1627	2550	1709	1869
ENSG00000243861	0	0	0	0	0	0
ENSG00000233987	0	0	0	0	0	0
ENSG00000232874	0	0	0	2	0	13
ENSG00000186001	1231	632	691	1111	1113	2065
ENSG00000241879	0	0	0	0	0	0
ENSG00000174013	359	554	524	1403	821	2204
ENSG00000163915	8	0	2	6	42	83
ENSG00000237418	0	0	0	6	0	12
ENSG00000197099	5	6	0	6	0	8
ENSG00000235943	0	0	0	0	0	0
ENSG00000226345	0	0	1	0	4	6
ENSG00000244706	0	0	0	0	0	0
ENSG00000279891	7	23	0	12	20	59
ENSG00000225770	2	3	2	2	1	0
ENSG00000113916	3130	1184	3797	2864	671	2158
ENSG00000163872	1692	1597	895	1582	987	3233
ENSG00000163904	1243	877	1286	1254	867	2169
ENSG00000161267	202	123	120	339	520	2529
ENSG00000127252	3	8	13	94	58	111
ENSG00000253548	0	0	0	0	0	0
ENSG00000237167	73	72	75	0	0	19
ENSG00000238043	0	0	4	0	0	0
ENSG00000236412	0	0	0	0	2	0
ENSG00000283175	16	35	0	2	4	2
ENSG00000229912	16	14	6	4	0	18
ENSG00000229964	0	0	0	0	0	0
ENSG00000230102	22	14	10	2	14	15
ENSG00000225822	0	4	1	0	1	5
ENSG00000287073	0	0	0	0	0	0
ENSG00000163961	776	616	535	1741	983	2846
ENSG00000273331	2	0	0	0	0	0
ENSG00000228028	1	0	0	1	0	1
ENSG00000286661	2	2	0	0	0	0
ENSG00000272989	0	0	0	2	2	93
ENSG00000234238	0	0	0	0	0	0
ENSG00000163958	22	46	36	15	0	40
ENSG00000239706	0	0	0	0	0	2
ENSG00000163900	748	648	695	1572	3082	1653
ENSG00000180611	322	280	780	288	463	178
ENSG00000223812	0	0	0	0	72	0
ENSG00000224563	0	0	0	0	0	0
ENSG00000225240	0	2	2	0	0	6
ENSG00000090530	2254	2291	3923	555	229	1145
ENSG00000287206	0	0	0	0	4	2
ENSG00000273013	0	0	6	4	0	23
ENSG00000185798	204	302	203	458	443	493
ENSG00000283765	0	2	0	0	0	0
ENSG00000272741	0	0	0	0	0	0
ENSG00000188001	654	806	671	85	61	189
ENSG00000237222	12	1	2	2	0	0
ENSG00000236508	0	0	0	0	0	0
ENSG00000214147	0	0	0	0	0	0
ENSG00000243518	1	0	0	1	0	5
ENSG00000163960	1441	786	531	1557	1361	3057
ENSG00000242152	0	0	0	0	0	0
ENSG00000244268	0	0	0	0	0	0
ENSG00000240477	0	0	0	0	4	10
ENSG00000181092	0	8	2	0	0	0
ENSG00000127249	3397	2429	2504	28	30	113
ENSG00000239508	0	0	0	0	0	8
ENSG00000242925	0	0	0	0	0	0
ENSG00000237483	0	0	0	4	4	5
ENSG00000224403	0	2	0	0	0	0
ENSG00000239212	2	0	0	0	0	0
ENSG00000205835	10	0	2	4	0	4
ENSG00000214097	2	0	4	0	0	2
ENSG00000214919	0	6	0	0	0	0
ENSG00000227971	0	0	0	0	0	10
ENSG00000241307	0	4	0	0	0	0
ENSG00000240601	0	0	0	0	0	0
ENSG00000243584	0	1	1	0	0	0
ENSG00000244405	1674	1052	1276	502	703	1138
ENSG00000174928	56	68	37	18	41	71
ENSG00000249725	0	0	0	0	0	6
ENSG00000181467	1549	1770	1904	3534	3618	2962
ENSG00000213358	0	0	0	0	0	0
ENSG00000284952	0	0	0	1	0	6
ENSG00000243321	0	0	0	0	0	0
ENSG00000234197	7	0	2	0	0	2
ENSG00000271682	0	2	0	0	0	0
ENSG00000286317	0	0	0	0	0	0
ENSG00000243033	0	4	0	2	0	0
ENSG00000182580	975	386	168	2384	278	1174
ENSG00000243759	4	1	2	2	1	6
ENSG00000232130	0	0	0	0	0	0
ENSG00000239263	0	0	0	2	0	10
ENSG00000286856	0	7	4	0	0	1
ENSG00000163898	1649	1282	1012	814	1386	58
ENSG00000163577	335	264	173	173	555	413
ENSG00000242522	0	0	0	0	2	3
ENSG00000228804	0	0	2	3	0	0
ENSG00000236229	2	4	9	1	0	0
ENSG00000153283	311	497	207	331	182	741
ENSG00000239661	0	0	0	0	0	0
ENSG00000163714	2125	2125	1977	3629	2220	4976
ENSG00000252017	0	0	0	0	0	0
ENSG00000223040	0	0	0	0	0	0
ENSG00000253081	0	0	0	0	0	0
ENSG00000207815	0	0	0	0	0	0
ENSG00000207163	0	0	0	0	0	0
ENSG00000263988	0	0	0	0	0	0
ENSG00000244169	0	0	0	0	0	0
ENSG00000271898	0	0	0	0	0	0
ENSG00000266745	0	0	0	0	0	0
ENSG00000212269	0	0	0	0	0	0
ENSG00000206728	0	0	6	0	1	0
ENSG00000281863	0	0	0	0	0	0
ENSG00000199815	0	0	0	0	0	0
ENSG00000238912	0	0	0	0	0	0
ENSG00000199927	0	0	0	0	0	0
ENSG00000201545	0	0	0	5	0	0
ENSG00000199577	0	0	0	0	0	0
ENSG00000283885	0	0	0	0	0	0
ENSG00000265376	0	0	0	0	0	0
ENSG00000276147	0	0	0	0	0	0
ENSG00000281710	0	0	0	0	0	0
ENSG00000206807	0	0	0	0	0	0
ENSG00000199609	0	0	0	0	0	0
ENSG00000212442	0	0	0	0	0	0
ENSG00000275090	0	0	0	0	0	0
ENSG00000222983	0	0	0	0	0	0
ENSG00000202175	0	0	0	0	0	0
ENSG00000201315	0	0	0	0	0	0
ENSG00000252700	0	0	0	1	2	0
ENSG00000207625	0	2	0	0	0	0
ENSG00000206645	0	0	0	1	0	2
ENSG00000199514	0	0	0	0	0	0
ENSG00000202268	0	0	0	0	0	0
ENSG00000252562	0	0	0	0	0	0
ENSG00000239105	0	0	0	0	0	0
ENSG00000210181	0	0	0	0	0	0
ENSG00000272543	0	0	0	0	0	0
ENSG00000252980	0	0	0	0	0	0
ENSG00000200222	0	0	0	0	0	0
ENSG00000283298	0	0	0	0	0	0
ENSG00000252828	0	0	0	0	0	0
ENSG00000244632	0	0	0	0	0	0
ENSG00000252449	0	0	0	0	0	0
ENSG00000252301	0	0	0	0	0	0
ENSG00000243957	0	0	0	0	0	0
ENSG00000252937	0	0	0	0	0	0
ENSG00000276890	0	0	0	2	0	2
ENSG00000239119	0	0	0	0	0	0
ENSG00000277592	0	0	0	0	0	0
ENSG00000223247	0	0	0	0	0	0
ENSG00000252420	0	0	0	0	0	0
ENSG00000238959	0	2	0	0	0	2
ENSG00000281426	0	0	0	0	0	0
ENSG00000212211	0	0	0	0	0	0
ENSG00000252184	0	2	0	0	0	0
ENSG00000283894	0	0	0	0	0	0
ENSG00000222934	0	0	0	0	0	0
ENSG00000202322	0	0	0	0	0	0
ENSG00000283367	0	0	0	0	0	0
ENSG00000212340	0	0	0	0	0	0
ENSG00000239250	0	0	0	0	0	0
ENSG00000207316	0	0	0	0	0	0
ENSG00000206939	0	0	0	0	0	0
ENSG00000212598	0	0	0	0	0	0
ENSG00000240964	0	0	0	0	0	7
ENSG00000200703	0	0	0	0	0	0
ENSG00000265193	0	0	0	0	0	0
ENSG00000265355	3	0	0	0	0	0
ENSG00000222389	0	0	0	3	2	0
ENSG00000266396	0	0	0	0	0	0
ENSG00000222574	0	0	0	0	0	0
ENSG00000275108	0	0	0	0	10	0
ENSG00000251773	0	0	0	0	0	0
ENSG00000265328	0	0	0	0	0	0
ENSG00000264897	0	0	0	0	0	1
ENSG00000252889	1	0	0	0	0	0
ENSG00000207954	0	0	1	0	2	0
ENSG00000221206	0	0	0	0	0	0
ENSG00000222490	0	0	0	0	0	0
ENSG00000265956	0	0	0	0	0	0
ENSG00000201065	0	0	0	0	0	0
ENSG00000207310	0	0	0	0	0	0
ENSG00000243359	0	4	0	0	10	0
ENSG00000241156	0	0	0	0	0	0
ENSG00000201922	0	0	0	0	0	0
ENSG00000275670	0	0	0	0	0	0
ENSG00000265433	0	0	0	0	0	0
ENSG00000200372	0	0	0	0	0	0
ENSG00000278072	0	0	0	0	0	0
ENSG00000274732	0	0	0	0	0	0
ENSG00000252965	18	9	3	4	10	0
ENSG00000252651	0	0	0	0	0	0
ENSG00000207940	1	0	0	2	0	0
ENSG00000201426	0	0	0	0	0	0
ENSG00000265253	0	0	0	0	0	0
ENSG00000221633	0	0	0	0	0	0
ENSG00000212344	0	0	0	0	0	0
ENSG00000202388	0	0	0	0	0	0
ENSG00000275067	0	0	0	0	0	0
